,monto_transaccion,edad_cliente,dias_activo,num_transacciones,score_credito,score_autoencoder,score_isolation_forest,score_ocsvm,anomaly_score,anomaly_label,razon_explicacion
556,-0.36744277738535785,-0.45364764068908126,-0.40137602819196017,5.528297227373031,3.3488152818958117,0.23172201,0.7687134596442031,0.28548005410277705,0.4331085307561649,1,"Anomalía por: 'num_transacciones' (desviación alta: z=118.03), 'score_credito' (desviación alta: z=6.85), 'monto_transaccion' (desviación alta: z=4.21)"
559,-0.3676844765426085,-0.45364764068908126,-0.40137602819196017,4.634909489411571,3.3488152818958117,0.1817961,0.7373739279364887,0.09977739229762274,0.3557436643385354,1,"Anomalía por: 'num_transacciones' (desviación alta: z=99.72), 'score_credito' (desviación alta: z=6.85), 'monto_transaccion' (desviación alta: z=4.21)"
560,-0.2765900916327991,0.05119720689630638,-0.06450568215568955,-0.203984406473068,-1.438638368665546,0.011801663,0.33387240982890715,0.09957320021424643,0.14646930854248696,1,"Anomalía por: 'score_credito' (desviación moderada: z=2.90), 'monto_transaccion' (desviación moderada: z=2.30), 'edad_cliente' (desviación moderada: z=1.46)"
566,-0.3675727459853935,-0.45364764068908126,-0.40137602819196017,2.750799940870282,-3.965233780116472,0.13040043,0.74319087830953,0.5217267340863551,0.44270866458448055,1,"Anomalía por: 'num_transacciones' (desviación alta: z=61.12), 'score_credito' (desviación alta: z=8.05), 'monto_transaccion' (desviación alta: z=4.21)"
568,5.410542210009613,7.9099486676421735,-0.40137602819196017,6.296541157682302,-3.965233780116472,0.8138874,1.0,0.9877952849357176,0.922503788160504,1,"Anomalía por: 'num_transacciones' (desviación alta: z=133.77), 'monto_transaccion' (desviación alta: z=117.44), 'edad_cliente' (desviación alta: z=64.33)"
585,-0.3674367347298257,-0.45364764068908126,5.583448204580082,3.5816157750056474,-3.965233780116472,0.32921973,0.8448264986159548,0.11180412146316662,0.455328199344915,1,"Anomalía por: 'num_transacciones' (desviación alta: z=78.15), 'dias_activo' (desviación alta: z=45.76), 'score_credito' (desviación alta: z=8.05)"
620,5.958659748897754,0.598112458447143,-0.40137602819196017,2.841181579730196,3.3488152818958117,0.2649891,0.8134532731070888,0.10000128403536597,0.4157046142055564,1,"Anomalía por: 'monto_transaccion' (desviación alta: z=128.98), 'num_transacciones' (desviación alta: z=62.98), 'score_credito' (desviación alta: z=6.85)"
646,5.8517268955638455,-0.45364764068908126,5.583448204580082,6.303493591440757,-3.965233780116472,0.6686678,0.9284550474488915,0.5663900762524103,0.7340238970193204,1,"Anomalía por: 'num_transacciones' (desviación alta: z=133.91), 'monto_transaccion' (desviación alta: z=126.72), 'dias_activo' (desviación alta: z=45.76)"
649,5.518980652170537,0.598112458447143,-0.40137602819196017,3.046278375604617,-3.965233780116472,0.3103651,0.8491869014086614,0.10430316339654679,0.44743725059647116,1,"Anomalía por: 'monto_transaccion' (desviación alta: z=119.72), 'num_transacciones' (desviación alta: z=67.18), 'score_credito' (desviación alta: z=8.05)"
671,5.29756662427306,0.598112458447143,5.583448204580082,2.493559891807449,-3.965233780116472,0.44598782,0.8885243207796569,0.592550362033583,0.6375162399720944,1,"Anomalía por: 'monto_transaccion' (desviación alta: z=115.06), 'num_transacciones' (desviación alta: z=55.85), 'dias_activo' (desviación alta: z=45.76)"
677,5.4402179273316715,-0.45364764068908126,-0.40137602819196017,1.8296024678750022,3.3488152818958117,0.1935562,0.8029481865838204,0.09961948033409243,0.38335922014337626,1,"Anomalía por: 'monto_transaccion' (desviación alta: z=118.06), 'num_transacciones' (desviación alta: z=42.25), 'score_credito' (desviación alta: z=6.85)"
685,5.8102284838053455,7.9099486676421735,5.583448204580082,2.3475587828798954,3.3488152818958117,0.7904946,0.9560224877642022,0.771629071985409,0.8437129810733658,1,"Anomalía por: 'monto_transaccion' (desviación alta: z=125.85), 'edad_cliente' (desviación alta: z=64.33), 'num_transacciones' (desviación alta: z=52.86)"
697,-0.3676722284231082,7.9099486676421735,5.583448204580082,4.7809105983391245,3.3488152818958117,0.70328563,0.9191110128943629,0.14661445708320334,0.6396567225908957,1,"Anomalía por: 'num_transacciones' (desviación alta: z=102.72), 'edad_cliente' (desviación alta: z=64.33), 'dias_activo' (desviación alta: z=45.76)"
741,-0.36751936350813014,0.598112458447143,5.583448204580082,6.001062722947967,3.3488152818958117,0.43242076,0.8692890472722116,0.23507808670812358,0.5359890013202587,1,"Anomalía por: 'num_transacciones' (desviación alta: z=127.71), 'dias_activo' (desviación alta: z=45.76), 'score_credito' (desviación alta: z=6.85)"
762,-0.3675201627365953,7.9099486676421735,5.583448204580082,4.69052895947921,3.3488152818958117,0.69857997,0.9226822863232312,0.1566637096538165,0.6415367263562909,1,"Anomalía por: 'num_transacciones' (desviación alta: z=100.86), 'edad_cliente' (desviación alta: z=64.33), 'dias_activo' (desviación alta: z=45.76)"
798,-0.36777062769555713,0.598112458447143,5.583448204580082,5.802918360832002,3.3488152818958117,0.41954988,0.8646732644904241,0.19727817023863414,0.5197751470367864,1,"Anomalía por: 'num_transacciones' (desviación alta: z=123.65), 'dias_activo' (desviación alta: z=45.76), 'score_credito' (desviación alta: z=6.85)"
801,5.792600316503194,7.9099486676421735,5.583448204580082,5.170246888812602,-3.965233780116472,0.9366357,0.9624484607017714,0.9528352154564593,0.9497200283677152,1,"Anomalía por: 'monto_transaccion' (desviación alta: z=125.48), 'num_transacciones' (desviación alta: z=110.69), 'edad_cliente' (desviación alta: z=64.33)"
825,-0.36752910153128704,-0.45364764068908126,-0.40137602819196017,1.4993618643483926,3.3488152818958117,0.07733984,0.6753937658516816,0.23710010400426446,0.3265987815878977,1,"Anomalía por: 'num_transacciones' (desviación alta: z=35.49), 'score_credito' (desviación alta: z=6.85), 'monto_transaccion' (desviación alta: z=4.21)"
