id,monto_transaccion,edad_cliente,dias_activo,num_transacciones,score_credito,categoria,region,es_anomalia_real
29,221.5572785136626,39.0,281.0,26.0,632.2723064001518,Servicios,Centro,0
30,506.9929197122536,27.0,249.0,37.0,659.194712926481,Tecnología,Oriente,0
31,599.3585812156471,47.0,199.0,47.0,625.5104761232037,Servicios,Oriente,0
32,15154.50117804285,999.0,5000.0,1986.0,1200.0,Servicios,Oriente,1
33,553.5586577051677,41.0,285.0,24.0,496.8976212136859,Retail,Sur,0
34,421.5024271918644,62.0,135.0,27.0,657.4143556823203,Tecnología,Sur,0
35,503.85292087651214,36.0,299.0,11.0,570.5722553732849,Salud,Centro,0
36,362.9674128629115,19.0,263.0,26.0,637.6311393104073,Retail,Centro,0
37,611.7005871620636,61.0,247.0,47.0,556.4311998016938,Servicios,Centro,0
38,577.1992153626853,37.0,22.0,37.0,668.7544893185678,Retail,Oriente,0
39,756.9977121044553,58.0,125.0,20.0,662.7438227063712,Tecnología,Norte,0
40,0.5140271036732255,130.0,5000.0,575.0,1200.0,Servicios,Sur,1
41,575.0708472760804,18.0,194.0,43.0,680.3750064491187,Servicios,Norte,0
42,600.5751881473258,27.0,264.0,48.0,585.2699212047169,Retail,Centro,0
43,394.6217159685499,19.0,28.0,26.0,652.9444399277564,Retail,Oriente,0
44,642.5270111914324,47.0,333.0,42.0,577.6153997428462,Servicios,Sur,0
45,459.8652593172948,37.0,135.0,21.0,741.3184614482574,Tecnología,Centro,0
46,449.1672072246994,53.0,175.0,35.0,570.711494753012,Tecnología,Sur,0
47,450.60340133405487,65.0,67.0,5.0,715.8976741635033,Retail,Centro,0
48,285.96666443429797,47.0,281.0,7.0,681.3196829878485,Servicios,Norte,0
49,433.25696493810494,38.0,138.0,22.0,520.4742543905468,Retail,Oriente,0
50,481.4564621517437,59.0,117.0,5.0,745.1027291483099,Servicios,Norte,0
51,546.3015863067801,26.0,51.0,4.0,459.8167606616015,Retail,Centro,0
52,602.6023189156734,31.0,157.0,8.0,583.4781781866899,Tecnología,Oriente,0
53,15101.603466696952,5.0,5000.0,718.0,10.0,Retail,Centro,1
54,454.0175214636815,41.0,360.0,23.0,690.6182761310602,Tecnología,Centro,0
55,295.3217340781379,60.0,324.0,29.0,565.4090604269377,Salud,Oriente,0
56,790.4498014696883,34.0,88.0,34.0,593.8586442986574,Retail,Oriente,0
57,659.322335872123,40.0,341.0,38.0,672.4938532514784,Tecnología,Oriente,0
58,401.3299979251616,67.0,344.0,12.0,647.0200597958299,Retail,Centro,0
59,414.33502111562194,31.0,277.0,35.0,573.9571034251406,Retail,Sur,0
60,377.1803008853762,20.0,140.0,41.0,609.0350864544698,Servicios,Sur,0
61,375.13472730109584,64.0,55.0,20.0,758.5410525971171,Retail,Sur,0
62,565.8486582636951,50.0,245.0,7.0,662.9535493828055,Tecnología,Oriente,0
63,0.7792183138489488,130.0,-10.0,660.0,1200.0,Retail,Norte,1
64,535.5701600970391,49.0,17.0,34.0,520.2459898535833,Retail,Oriente,0
65,576.5040573077235,40.0,57.0,15.0,626.9371633498145,Tecnología,Norte,0
66,512.945653321164,33.0,160.0,36.0,768.4079362971133,Servicios,Sur,0
67,453.1443260644628,45.0,86.0,45.0,741.2167583149388,Tecnología,Sur,0
68,621.5258981383795,24.0,226.0,11.0,567.0734420104275,Tecnología,Sur,0
69,340.83287387125233,28.0,312.0,37.0,635.5754381720373,Salud,Sur,0
70,443.67171917567316,69.0,290.0,30.0,537.4468667518511,Salud,Centro,0
71,576.7551691397482,32.0,359.0,10.0,507.89058889230233,Servicios,Norte,0
72,570.3466797631133,56.0,147.0,32.0,658.1805327717933,Retail,Norte,0
73,479.9686483869722,22.0,180.0,25.0,616.1951213761002,Salud,Sur,0
74,528.9973426012101,20.0,297.0,13.0,642.973145711704,Retail,Sur,0
75,372.97567016259086,49.0,356.0,22.0,770.1623401474504,Servicios,Oriente,0
76,595.201668223991,58.0,118.0,39.0,711.3493834663249,Retail,Centro,0
77,479.5510902602955,41.0,40.0,49.0,613.117897553533,Salud,Centro,0
78,569.6932514395756,49.0,69.0,22.0,702.9558071544413,Salud,Sur,0
79,518.6515193202159,36.0,50.0,7.0,643.2384094790822,Salud,Norte,0
80,0.6936491184742588,130.0,5000.0,1125.0,10.0,Salud,Centro,1
81,557.6172084069933,26.0,68.0,37.0,713.1493244535765,Salud,Centro,0
82,849.6634959208795,45.0,142.0,36.0,647.7585772083405,Salud,Norte,0
83,612.2656550558179,43.0,363.0,16.0,795.3221596912084,Retail,Oriente,0
84,341.27604651747174,36.0,291.0,3.0,680.9646983516595,Servicios,Sur,0
85,405.61210698749977,26.0,242.0,3.0,801.4439108338036,Tecnología,Norte,0
86,508.10948833866695,29.0,45.0,47.0,659.0998522788915,Retail,Centro,0
87,16027.27254731039,5.0,-10.0,1346.0,10.0,Tecnología,Oriente,1
88,15093.026421826095,130.0,-10.0,523.0,1200.0,Retail,Centro,1
89,384.3633866757435,29.0,363.0,36.0,729.6507844894265,Tecnología,Oriente,0
90,547.1392961911903,19.0,72.0,9.0,738.797571448456,Retail,Norte,0
91,721.7390015547255,32.0,197.0,12.0,746.5940022648961,Tecnología,Oriente,0
92,0.6290225375322243,999.0,5000.0,1652.0,1200.0,Servicios,Centro,1
93,392.8243254098165,19.0,86.0,6.0,647.948875172186,Salud,Sur,0
94,402.34727261025466,38.0,223.0,15.0,696.5480351445663,Servicios,Sur,0
95,451.23019803384614,64.0,97.0,23.0,647.7533539916774,Retail,Sur,0
96,593.3320866901911,67.0,83.0,2.0,753.1943758894593,Servicios,Sur,0
97,638.6374443328035,32.0,258.0,14.0,650.9373134175493,Retail,Norte,0
98,619.9789096292353,52.0,47.0,17.0,594.658420559815,Tecnología,Sur,0
99,448.7296824396159,44.0,119.0,26.0,787.7887953596519,Servicios,Norte,0
100,650.2070010278234,46.0,165.0,46.0,628.289880565462,Tecnología,Sur,0
101,312.3826462557574,62.0,224.0,32.0,561.036459651264,Retail,Centro,0
102,607.7378490092658,50.0,103.0,49.0,688.7562751398738,Tecnología,Sur,0
103,389.66572567980666,54.0,337.0,13.0,505.1829343130547,Servicios,Norte,0
104,519.0247629292057,23.0,182.0,3.0,671.8290014420618,Retail,Centro,0
105,377.52523765839953,56.0,281.0,2.0,636.4359427439645,Retail,Sur,0
106,614.2464383767868,55.0,72.0,36.0,690.6927634414479,Retail,Sur,0
107,0.42468105539530293,5.0,5000.0,1146.0,10.0,Salud,Sur,1
108,292.72154921691816,28.0,338.0,6.0,657.5674026366161,Retail,Sur,0
109,229.78672512571438,42.0,289.0,23.0,508.12683689522555,Tecnología,Norte,0
110,707.8773926491933,25.0,349.0,13.0,743.1955556150502,Retail,Centro,0
111,469.76271461517376,65.0,90.0,22.0,404.8976106950083,Salud,Centro,0
112,280.29130089829636,28.0,333.0,16.0,699.298831724265,Servicios,Oriente,0
113,437.2737564596384,19.0,184.0,33.0,583.8552715685541,Salud,Centro,0
114,518.3075014522963,49.0,30.0,26.0,547.7529309830558,Tecnología,Norte,0
115,335.0125029956022,45.0,60.0,46.0,689.383752955043,Tecnología,Oriente,0
116,481.2034522810292,49.0,225.0,39.0,563.9542171085587,Salud,Centro,0
117,435.93197139517343,66.0,241.0,16.0,627.5413279319431,Salud,Norte,0
118,527.9453624164602,34.0,35.0,22.0,768.3569715081754,Retail,Centro,0
119,531.6460645227824,26.0,82.0,21.0,562.7642197959618,Salud,Sur,0
120,583.9036078033865,25.0,48.0,47.0,758.2458862033648,Retail,Oriente,0
121,585.727577915679,54.0,69.0,46.0,687.548852769662,Retail,Sur,0
122,343.7384591765218,38.0,72.0,32.0,681.2580020871117,Servicios,Oriente,0
123,443.5552814848645,51.0,38.0,20.0,673.5674274046703,Salud,Centro,0
124,325.4213017690653,59.0,349.0,36.0,678.7165152521177,Salud,Oriente,0
125,623.1004211462287,42.0,206.0,11.0,735.2782103794508,Servicios,Norte,0
126,470.56665848694684,35.0,185.0,13.0,625.602142502952,Servicios,Centro,0
127,441.8996679999706,66.0,69.0,44.0,632.7880667383097,Tecnología,Sur,0
128,346.2716951785002,33.0,287.0,24.0,759.7873874293215,Servicios,Centro,0
129,503.6757791113301,49.0,310.0,37.0,651.1257666298803,Salud,Norte,0
130,380.3303806878222,49.0,316.0,43.0,557.7060066880192,Salud,Oriente,0
131,745.8506781035944,49.0,352.0,24.0,846.6594884589248,Retail,Centro,0
132,15358.674228804339,130.0,5000.0,530.0,1200.0,Tecnología,Sur,1
133,419.46316671241027,46.0,318.0,17.0,750.6223160695554,Salud,Sur,0
134,350.663385487871,32.0,218.0,31.0,712.998616350842,Servicios,Oriente,0
135,320.5927003727354,35.0,174.0,28.0,641.9761866045274,Servicios,Oriente,0
136,356.4992425293152,28.0,294.0,27.0,634.3196561723987,Retail,Sur,0
137,605.5277569835395,57.0,325.0,9.0,681.3608749892605,Servicios,Oriente,0
138,444.9391408220839,28.0,361.0,48.0,688.8158585182166,Retail,Norte,0
139,346.6474910816457,39.0,31.0,12.0,590.4911258323492,Salud,Norte,0
140,601.5900783012085,38.0,105.0,34.0,850.0,Tecnología,Sur,0
141,692.2134669585098,34.0,353.0,43.0,711.7499433895863,Tecnología,Norte,0
142,455.81012518543633,21.0,25.0,48.0,566.4844742825086,Servicios,Norte,0
143,14963.793830584727,5.0,5000.0,910.0,1200.0,Servicios,Oriente,1
144,551.698520360946,22.0,131.0,10.0,777.2175044497424,Servicios,Norte,0
145,375.12967369850804,66.0,85.0,7.0,618.6219189663774,Salud,Norte,0
146,376.12847953065955,69.0,79.0,40.0,624.3567697329962,Tecnología,Norte,0
147,551.34685288339,30.0,74.0,38.0,658.0749433388123,Retail,Sur,0
148,693.9451617981449,59.0,63.0,46.0,729.9739215897591,Servicios,Sur,0
149,420.56888707200187,56.0,354.0,15.0,727.1640545791466,Retail,Norte,0
150,499.3853759935914,45.0,245.0,42.0,569.8099403387026,Tecnología,Norte,0
151,482.29655837115763,41.0,258.0,5.0,714.9388567997202,Salud,Oriente,0
152,576.4965083181346,60.0,230.0,14.0,632.7804434739077,Tecnología,Oriente,0
153,14488.176119150055,130.0,-10.0,1179.0,10.0,Servicios,Centro,1
154,0.22209532955637484,130.0,-10.0,1449.0,1200.0,Retail,Oriente,1
155,594.8967346028097,30.0,7.0,22.0,748.5500107431443,Retail,Norte,0
156,553.1054749044863,39.0,158.0,34.0,731.5608734131704,Retail,Centro,0
157,458.8656618962745,63.0,238.0,47.0,795.7644177074274,Servicios,Oriente,0
158,442.5076194905624,31.0,201.0,36.0,705.2850052693502,Retail,Oriente,0
159,480.8978154343927,59.0,136.0,42.0,741.860513961279,Retail,Centro,0
160,395.7143302562261,22.0,229.0,4.0,642.9674810104628,Retail,Norte,0
161,579.5199164462581,25.0,296.0,30.0,636.0025570628658,Servicios,Norte,0
162,358.80623366848374,47.0,265.0,38.0,701.1948932640634,Tecnología,Centro,0
163,287.0045528429446,69.0,100.0,22.0,686.8174911548051,Tecnología,Oriente,0
164,462.0508889187701,53.0,248.0,34.0,668.5328355389214,Servicios,Centro,0
165,535.5192787624519,45.0,322.0,35.0,651.0684473234938,Salud,Oriente,0
166,712.1515896295859,23.0,244.0,21.0,642.4027751525863,Tecnología,Oriente,0
167,311.35516932161113,61.0,103.0,23.0,672.339324314685,Servicios,Oriente,0
168,655.9073957343278,39.0,131.0,37.0,642.3771370388853,Tecnología,Sur,0
169,546.0072637224195,52.0,303.0,11.0,635.8907239608536,Tecnología,Oriente,0
170,416.12834857055043,32.0,263.0,49.0,682.3985855139741,Tecnología,Sur,0
171,349.80233430726327,56.0,176.0,25.0,579.34402950759,Tecnología,Centro,0
172,290.6496815630969,31.0,36.0,29.0,698.6761389143743,Retail,Sur,0
173,590.0541434967748,27.0,173.0,37.0,588.6226345175488,Tecnología,Sur,0
174,429.11515832438164,30.0,222.0,32.0,650.9022157294928,Tecnología,Centro,0
175,398.5206760679183,46.0,345.0,13.0,572.2704981589632,Servicios,Oriente,0
176,620.3309390365525,24.0,217.0,11.0,606.8371854463088,Servicios,Sur,0
177,609.9083050827215,20.0,289.0,11.0,501.4950746308434,Servicios,Norte,0
178,521.2875337564328,40.0,235.0,42.0,572.4481137809104,Salud,Oriente,0
179,354.0930891075043,69.0,203.0,34.0,718.576828284529,Servicios,Norte,0
180,561.3466177457042,22.0,57.0,38.0,612.8959646918852,Retail,Sur,0
181,529.7199081330732,20.0,339.0,40.0,620.2865811134345,Salud,Oriente,0
182,358.6035652262161,59.0,17.0,4.0,679.5486447759923,Retail,Sur,0
183,0.4922179930427565,5.0,5000.0,832.0,1200.0,Retail,Oriente,1
184,210.809364104015,29.0,144.0,43.0,574.676991821616,Retail,Oriente,0
185,591.5511778804324,53.0,302.0,26.0,822.6927208563867,Retail,Centro,0
186,529.85447717613,64.0,295.0,1.0,727.4180309423579,Salud,Sur,0
187,551.6361630749063,66.0,182.0,49.0,676.219717596156,Salud,Norte,0
188,344.4233206310287,39.0,75.0,11.0,579.0028940206272,Tecnología,Norte,0
189,462.8784152335714,28.0,180.0,43.0,625.2782107843001,Salud,Sur,0
190,627.9176276945173,22.0,192.0,33.0,675.9271377856038,Salud,Oriente,0
191,533.1529015194265,57.0,102.0,49.0,777.4329671298246,Tecnología,Norte,0
192,0.3469009397915501,130.0,-10.0,1141.0,1200.0,Tecnología,Centro,1
193,491.9656192522159,29.0,22.0,34.0,759.502770552285,Salud,Norte,0
194,259.57732495201833,20.0,328.0,25.0,621.8187972040184,Tecnología,Sur,0
195,576.4287540046652,60.0,283.0,15.0,636.6579412798411,Servicios,Norte,0
196,508.64402878790935,38.0,361.0,8.0,767.5949784752985,Servicios,Norte,0
197,562.5400706878535,48.0,32.0,26.0,646.4003833885595,Retail,Norte,0
198,473.3332763481472,32.0,35.0,10.0,667.2078508655229,Servicios,Sur,0
199,477.29067908763136,65.0,185.0,8.0,740.7031418051209,Retail,Sur,0
200,720.4296233985576,26.0,111.0,40.0,547.04740475709,Tecnología,Norte,0
201,393.4765213142528,30.0,22.0,12.0,771.7360362189568,Retail,Centro,0
202,423.334658210799,63.0,299.0,42.0,723.8111778230282,Retail,Oriente,0
203,400.79539436997266,34.0,26.0,30.0,686.3196505157567,Salud,Sur,0
204,320.6713256216832,31.0,134.0,26.0,637.5893495055525,Tecnología,Centro,0
205,477.0387215965928,51.0,300.0,38.0,722.4207521195164,Salud,Sur,0
206,552.6904014715492,65.0,15.0,42.0,850.0,Tecnología,Oriente,0
207,607.3055994216091,29.0,189.0,6.0,716.0570913140248,Servicios,Centro,0
208,253.9793478762773,61.0,79.0,18.0,693.9186299261529,Salud,Oriente,0
209,739.6755836897593,61.0,322.0,24.0,831.8393460783511,Servicios,Oriente,0
210,430.69533351732196,69.0,113.0,32.0,656.6174561490551,Salud,Norte,0
211,393.4239375519617,24.0,130.0,48.0,607.142810178448,Retail,Sur,0
212,359.35913688862206,28.0,2.0,32.0,654.4751480105921,Servicios,Centro,0
213,511.0551990120931,61.0,15.0,35.0,518.200296076205,Salud,Norte,0
214,298.05562740610344,22.0,162.0,5.0,570.4531913203905,Servicios,Norte,0
215,480.3868521770585,56.0,59.0,20.0,510.75976087777474,Salud,Centro,0
216,538.3280316549475,18.0,182.0,4.0,697.0912121389922,Retail,Sur,0
217,15169.820883356675,999.0,5000.0,615.0,10.0,Salud,Norte,1
218,334.13821815475524,33.0,55.0,48.0,534.6919360212758,Retail,Sur,0
219,490.2094676377855,56.0,161.0,32.0,841.4141378414593,Tecnología,Norte,0
220,489.6679217814742,57.0,358.0,7.0,606.1541653404141,Tecnología,Centro,0
221,0.390599055831001,999.0,5000.0,1351.0,10.0,Servicios,Norte,1
222,15039.225065388955,5.0,-10.0,592.0,1200.0,Servicios,Oriente,1
223,481.69729610571693,33.0,197.0,49.0,572.4159683907941,Retail,Centro,0
224,471.57796825883787,68.0,361.0,21.0,491.26854214968034,Retail,Oriente,0
225,550.4226318469924,60.0,174.0,24.0,622.2093733121175,Tecnología,Sur,0
226,540.8949689602528,36.0,222.0,23.0,709.9812442926499,Retail,Norte,0
227,579.8462130767343,66.0,239.0,8.0,547.1095970632967,Tecnología,Centro,0
228,627.1068486675586,66.0,72.0,26.0,690.0868346097973,Servicios,Sur,0
229,526.3259001636627,23.0,181.0,2.0,850.0,Retail,Sur,0
230,541.8531072855554,53.0,33.0,49.0,571.351845787338,Tecnología,Sur,0
231,528.2331333905917,34.0,176.0,6.0,749.0306950334984,Retail,Centro,0
232,285.59509863583065,61.0,87.0,1.0,569.1304865714947,Salud,Centro,0
233,440.0845281753018,25.0,239.0,5.0,681.5390119553624,Servicios,Norte,0
234,477.04348101420624,23.0,210.0,45.0,679.316091725724,Tecnología,Sur,0
235,554.4758695170435,46.0,159.0,14.0,710.9719393566949,Servicios,Norte,0
236,334.797662293243,63.0,138.0,26.0,655.0158642589371,Tecnología,Centro,0
237,514.0022970968873,65.0,19.0,6.0,611.7533553796941,Salud,Oriente,0
238,539.3594580456931,27.0,157.0,23.0,686.6847308969735,Retail,Norte,0
239,346.91764119944935,58.0,334.0,31.0,696.6486508526194,Servicios,Norte,0
240,556.9636506155842,34.0,207.0,31.0,590.4013649019487,Salud,Sur,0
241,555.1262926059934,67.0,33.0,26.0,653.4104819550197,Tecnología,Oriente,0
242,429.0675889770673,40.0,106.0,17.0,525.7994021359957,Servicios,Sur,0
243,459.72711582576244,50.0,178.0,27.0,667.3952332242609,Retail,Centro,0
244,436.46726871607115,35.0,44.0,23.0,562.0273323324527,Servicios,Centro,0
245,378.13051025509503,28.0,61.0,39.0,694.4116545555864,Retail,Norte,0
246,456.4335384121914,41.0,349.0,5.0,647.4130305043827,Tecnología,Norte,0
247,391.6487386295568,64.0,211.0,49.0,644.9193060449385,Tecnología,Oriente,0
248,600.6187044483614,58.0,336.0,30.0,660.1889980525189,Tecnología,Norte,0
249,549.5279133915186,66.0,192.0,9.0,649.1843107499963,Retail,Sur,0
250,484.2634963755986,32.0,41.0,18.0,573.3590719439017,Tecnología,Sur,0
251,675.3733150690642,26.0,136.0,18.0,698.2405482741341,Servicios,Centro,0
252,619.4841663079908,61.0,63.0,42.0,597.1144723354288,Servicios,Sur,0
253,564.9357932965438,22.0,201.0,39.0,583.3389926770203,Retail,Oriente,0
254,500.7606874834722,46.0,329.0,33.0,554.8895877121915,Servicios,Sur,0
255,537.6216616940235,68.0,183.0,23.0,653.5373602320146,Salud,Norte,0
256,493.16545505437654,24.0,115.0,19.0,752.9473810116402,Salud,Sur,0
257,457.0379974310685,52.0,56.0,8.0,577.9172776596039,Tecnología,Sur,0
258,549.7291319931196,20.0,315.0,40.0,665.4545263850558,Salud,Norte,0
259,352.9273083479302,21.0,205.0,17.0,704.1987873673115,Tecnología,Sur,0
260,515.3408483800742,57.0,110.0,37.0,693.6258609573648,Servicios,Centro,0
261,489.54869947369883,23.0,179.0,19.0,700.4990662453719,Tecnología,Oriente,0
262,326.2247288701943,50.0,267.0,44.0,619.5969550246243,Tecnología,Norte,0
263,559.6592892864517,63.0,63.0,42.0,601.7824509575822,Tecnología,Norte,0
264,693.3339378199545,40.0,258.0,11.0,644.1425340812942,Salud,Oriente,0
265,375.79062631512306,21.0,158.0,7.0,661.6504251475108,Tecnología,Sur,0
266,14969.167340396729,130.0,-10.0,1760.0,1200.0,Salud,Centro,1
267,450.15712877843777,20.0,276.0,18.0,657.8401531279507,Salud,Norte,0
268,412.509939470767,24.0,341.0,46.0,531.1550397415143,Salud,Centro,0
269,473.13694197434006,38.0,43.0,40.0,626.45218211782,Servicios,Centro,0
270,503.9338511451513,57.0,26.0,13.0,628.3682446323646,Salud,Centro,0
271,431.4867606173847,25.0,73.0,30.0,716.7620437895246,Retail,Sur,0
272,576.2181136177285,35.0,194.0,40.0,658.6027344042908,Retail,Sur,0
273,805.9193543128404,34.0,143.0,46.0,649.394616269508,Tecnología,Norte,0
274,510.98242138078496,68.0,278.0,46.0,755.8003465218497,Salud,Centro,0
275,671.9857407927407,63.0,341.0,15.0,614.7593711321605,Tecnología,Norte,0
276,565.1785121966234,27.0,37.0,14.0,695.2122703047816,Salud,Oriente,0
277,674.6054691524853,33.0,273.0,9.0,786.5414112335179,Tecnología,Centro,0
278,600.8369764948875,21.0,138.0,21.0,715.5011160277953,Servicios,Sur,0
279,307.7288550729289,56.0,279.0,46.0,618.9769635560567,Tecnología,Centro,0
280,466.98292985279795,51.0,252.0,31.0,702.8029993432268,Retail,Norte,0
281,577.698162885137,27.0,221.0,31.0,761.930910535687,Salud,Centro,0
282,15245.303451227945,5.0,5000.0,706.0,1200.0,Retail,Oriente,1
283,749.2376634864504,65.0,83.0,11.0,729.6431462530146,Salud,Centro,0
284,448.6006613404271,36.0,126.0,21.0,700.0540457276923,Salud,Norte,0
285,507.9854979031046,66.0,191.0,32.0,578.7983400189117,Tecnología,Sur,0
286,501.44638167221905,41.0,209.0,21.0,719.7580399775206,Retail,Sur,0
287,584.2344351465524,55.0,264.0,33.0,643.0636239326301,Retail,Norte,0
288,575.7545871006248,42.0,311.0,20.0,612.9955426940336,Retail,Centro,0
289,524.2767430197432,45.0,228.0,42.0,665.8045026022003,Servicios,Oriente,0
290,343.6817459798643,21.0,15.0,19.0,606.6396877179224,Servicios,Norte,0
291,378.97567496682706,61.0,155.0,8.0,669.574554038988,Servicios,Oriente,0
292,556.5846227054167,36.0,288.0,15.0,743.2537671907055,Retail,Norte,0
293,591.2159702451024,56.0,207.0,26.0,713.2272465427764,Retail,Norte,0
294,528.2538041971916,26.0,62.0,37.0,664.6331784102964,Servicios,Centro,0
295,322.77706197851217,32.0,315.0,25.0,528.2240579846857,Retail,Sur,0
296,428.67195773615174,34.0,205.0,11.0,621.6329962198913,Tecnología,Norte,0
297,605.4140361568727,66.0,29.0,49.0,670.1483532236005,Salud,Oriente,0
298,346.0838419687374,40.0,273.0,30.0,606.4973756517821,Servicios,Oriente,0
299,309.2519008029237,48.0,46.0,37.0,613.3534558665498,Salud,Sur,0
300,454.1914527202005,19.0,139.0,31.0,692.4555150419786,Retail,Sur,0
301,459.813796401707,56.0,17.0,8.0,702.835405323875,Tecnología,Sur,0
302,532.269613721432,34.0,101.0,29.0,634.2801263681514,Servicios,Sur,0
303,443.4170231060061,24.0,148.0,31.0,683.3094518511164,Salud,Norte,0
304,590.1042786477512,57.0,305.0,16.0,753.2823244147309,Salud,Norte,0
305,543.6145205406888,64.0,72.0,47.0,740.68549623005,Retail,Centro,0
306,462.9592333344305,54.0,101.0,2.0,627.5945098495299,Salud,Centro,0
307,450.68873229995154,60.0,74.0,23.0,513.2619116871875,Tecnología,Oriente,0
308,563.607764672176,38.0,264.0,17.0,608.6388620036512,Servicios,Centro,0
309,387.06534848900503,39.0,233.0,9.0,650.8786314065921,Tecnología,Oriente,0
310,369.873431331996,62.0,296.0,12.0,698.8675933128684,Salud,Centro,0
311,632.7192043888758,21.0,68.0,17.0,583.7932607412271,Retail,Norte,0
312,652.9336660329486,19.0,140.0,13.0,762.8129596241549,Servicios,Norte,0
313,543.4306224714612,26.0,315.0,13.0,603.852122148135,Retail,Oriente,0
314,677.7746657190768,42.0,307.0,37.0,702.1232496515167,Salud,Centro,0
315,630.2344405335092,35.0,12.0,29.0,652.9184604491385,Servicios,Centro,0
316,446.89571457293795,33.0,236.0,28.0,601.8831350752795,Servicios,Oriente,0
317,689.4909507692522,66.0,123.0,15.0,574.4837180222398,Tecnología,Sur,0
318,660.3423320014605,30.0,293.0,10.0,653.6846510861692,Tecnología,Centro,0
319,346.4190850831975,57.0,269.0,34.0,659.110015531361,Retail,Centro,0
320,401.43359849307365,63.0,337.0,19.0,620.8498165685406,Tecnología,Norte,0
321,848.6080603088488,19.0,266.0,3.0,776.6263557418667,Servicios,Oriente,0
322,584.821956907886,30.0,229.0,26.0,661.6411844268476,Salud,Oriente,0
323,501.37415500047854,45.0,350.0,18.0,617.7773647115008,Servicios,Norte,0
324,517.0910883284678,62.0,292.0,4.0,562.5683807121001,Servicios,Oriente,0
325,326.47305747338544,38.0,143.0,25.0,505.34847625034035,Servicios,Centro,0
326,444.95896580728004,31.0,67.0,49.0,607.193027729863,Retail,Sur,0
327,633.7510933492853,32.0,47.0,25.0,658.1977893682525,Retail,Oriente,0
328,387.96587839881477,47.0,161.0,8.0,687.4255826327726,Retail,Norte,0
329,508.65554092566435,57.0,282.0,33.0,773.4794284811643,Tecnología,Sur,0
330,378.35391602715214,51.0,195.0,28.0,828.7508996958145,Servicios,Sur,0
331,449.20420255470157,50.0,79.0,6.0,654.3002050392402,Tecnología,Norte,0
332,501.3734526909759,49.0,266.0,21.0,711.5916785019812,Tecnología,Centro,0
333,553.5837411235933,55.0,47.0,39.0,654.5197353594587,Tecnología,Centro,0
334,15181.631539623766,5.0,5000.0,1259.0,1200.0,Salud,Norte,1
335,493.85634658200837,36.0,77.0,17.0,594.4765340913887,Retail,Sur,0
336,349.9621353292224,64.0,272.0,20.0,694.4729625039554,Servicios,Norte,0
337,660.2941203584279,49.0,292.0,6.0,678.7036867125004,Retail,Sur,0
338,515.7782980166543,31.0,285.0,2.0,667.2963741058151,Servicios,Centro,0
339,297.5198679250364,50.0,358.0,48.0,576.7900272416399,Tecnología,Norte,0
340,593.3350322514738,47.0,37.0,21.0,674.3069940510051,Servicios,Sur,0
